"","unique.taxa","phylum","class","order","family","range.min","range.max","t_occurrences","tiering","motility","feeding","protein","reproduction","mineralogy","physiology","extinct","e_occurrences","species","geoplates"
"Planirhynchia","Planirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",182.7,242,21,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Rhynchonella","Rhynchonella","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",182.7,247.2,62,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,4,2,2
"Rhynchonelloidea","Rhynchonelloidea","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",171.6,201.3,43,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Rimirhynchia","Rimirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",174.1,201.3,17,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,1,1,1
"Sakawairhynchia","Sakawairhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",174.1,242,613,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,11,2,2
"Gibbirhynchia","Gibbirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",174.1,201.3,447,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,4,1,2
"Grandirhynchia","Grandirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",174.1,201.3,18,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Pontaltorhynchia","Pontaltorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",182.7,196.5,4,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Quadratirhynchia","Quadratirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",174.1,199.3,286,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,3,1,1
"Tetrarhynchia","Tetrarhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",174.1,201.3,192,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,2,1,1
"Cirpa","Cirpa","Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",174.1,247.2,94,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,22,5,3
"Salgirella","Salgirella","Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",182.7,201.3,10,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,3,2,1
"Vincentirhynchia","Vincentirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",174.1,208.5,95,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,14,2,4
"Dispiriferina","Dispiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Lepismatinidae",180,201.3,20,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,3,1,2
"Cisnerospira","Cisnerospira","Brachiopoda","Rhynchonellata","Spiriferinida","Mentzeliidae",174.1,201.3,61,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,12,2,1
"Callospiriferina","Callospiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Pennospiriferinidae",174.1,201.3,48,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,6,1,1
"Spiriferina","Spiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",163.5,265.1,166,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,9,4,3
"Pseudospiriferina","Pseudospiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",196.5,251.3,35,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,1,1,1
"Liospiriferina","Liospiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",174.1,201.3,438,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,74,14,4
"Sisenna","Sisenna","Mollusca","Gastropoda","NO_ORDER_SPECIFIED","Pleurotomariidae",175.6,247.2,63,"epifaunal","slow, motile","predator","hemocyanin","intermediate","aragonite","moderate carbonate load",0,0,0,0
"Ectyphoria","Ectyphoria","Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae",189.6,196.5,1,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
