"","unique.taxa","phylum","class","order","family","range.min","range.max","t_occurrences","tiering","motility","feeding","protein","reproduction","mineralogy","physiology","extinct","e_occurrences","species","geoplates"
"Spiriferina","Spiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",163.5,265.1,166,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Pseudospiriferina","Pseudospiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",196.5,251.3,35,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Rhaetina","Rhaetina","Brachiopoda","Rhynchonellata","Terebratulida","Angustothyrididae",201.3,251.3,221,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Bittnerithyris","Bittnerithyris","Brachiopoda","Rhynchonellata","Terebratulida","Dielasmatidae",247.2,252.17,23,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,4,1,4
"Protogusarella","Protogusarella","Brachiopoda","Rhynchonellata","Terebratulida","Gusarellidae",247.2,251.3,35,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Vex","Vex","Brachiopoda","Rhynchonellata","Terebratulida","NO_FAMILY_SPECIFIED",247.2,251.3,11,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Notothyris","Notothyris","Brachiopoda","Rhynchonellata","Terebratulida","Notothyrididae",251.3,268.8,419,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,1,1,1
"Obnixia","Obnixia","Brachiopoda","Rhynchonellata","Terebratulida","Notothyrididae",247.2,251.3,30,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Terebratula","Terebratula","Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae",182.7,252.17,26,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,2,2,1
"Periallus","Periallus","Brachiopoda","Rhynchonellata","Terebratulida","Zeilleriidae",247.2,252.17,5,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,3,1,1
"Portneufia","Portneufia","Brachiopoda","Rhynchonellata","Terebratulida","Zugmayeriidae",247.2,251.3,1,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",0,0,0,0
"Orthothetina","Orthothetina","Brachiopoda","Strophomenata","Orthotetida","Meekellidae",251.3,268.8,383,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,1,1,1
"Contraspina","Contraspina","Brachiopoda","Strophomenata","Productida","Echinoconchidae",251.3,268.8,50,"epifaunal","stationary, unattached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,2,1,1
"Linoproductus","Linoproductus","Brachiopoda","Strophomenata","Productida","Linoproductidae",251.3,268.8,216,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,3,1,1
"Haydenella","Haydenella","Brachiopoda","Strophomenata","Productida","Monticuliferidae",251.3,268.8,332,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,5,2,1
"Marginifera","Marginifera","Brachiopoda","Strophomenata","Productida","NO_FAMILY_SPECIFIED",251.3,268.8,273,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,3,1,1
"Spinomarginifera","Spinomarginifera","Brachiopoda","Strophomenata","Productida","NO_FAMILY_SPECIFIED",251.3,268.8,626,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,14,3,1
"Lamnimargus","Lamnimargus","Brachiopoda","Strophomenata","Productida","Paucispiniferidae",251.3,268.8,38,"epifaunal","stationary, attached","suspension","hemerythrin","intermediate","low Mg calcite","heavy carbonate load",1,1,1,1
"Lampangella","Lampangella","Brachiopoda","Strophomenata","Productida","Paucispiniferidae",251.3,254.17,6,"epifaunal","stationary, attached","suspension","hemerythrin","intermediate","low Mg calcite","heavy carbonate load",1,2,1,1
"Paryphella","Paryphella","Brachiopoda","Strophomenata","Productida","Productinidae",251.3,259.9,165,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,38,7,2
"Fusichonetes","Fusichonetes","Brachiopoda","Strophomenata","Productida","Rugosochonetidae",251.3,265.1,345,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,22,4,2
"Lissochonetes","Lissochonetes","Brachiopoda","Strophomenata","Productida","Rugosochonetidae",251.3,265.1,32,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,2,1,1
"Neochonetes","Neochonetes","Brachiopoda","Strophomenata","Productida","Rugosochonetidae",251.3,268.8,259,"epifaunal","stationary, attached","suspension","hemerythrin","broadcaster","low Mg calcite","heavy carbonate load",1,5,3,1
