tiering,motility,feeding,protein,reproduction,mineralogy,physiology,geoplates,species,PTr_size,PTr_extProb,TrJ_size,TrJ_extProb,KPg_size,KPg_extProb,total_size
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,2.0,1.0,1.0,0.0,,0.0,,1.0
deep infaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,3.0,6.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,11.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"facultative, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,1.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,4.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,5.0,8.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,12.0,1.0,0.0,0.0,,0.0,,1.0
shallow infaunal,"facultative, unattached",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,4.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,9.0,1.0,1.0,0.0,,0.0,,1.0
shallow infaunal,"facultative, unattached",miner,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,2.0,1.0,0.0,0.0,,0.0,,1.0
shallow infaunal,"facultative, attached",symbionts,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,3.0,1.0,1.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, unattached",surface deposit,hemocyanin,broadcaster,bimineralic,moderate carbonate load,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0
semi-infaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,5.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,8.0,1.0,0.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,19.0,1.0,1.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,8.0,1.0,1.0,0.0,,0.0,,1.0
pelagic,"fast, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,9.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,21.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,5.0,3.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,bimineralic,moderate carbonate load,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,bimineralic,moderate carbonate load,2.0,10.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,bimineralic,moderate carbonate load,3.0,5.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,bimineralic,moderate carbonate load,3.0,9.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,bimineralic,moderate carbonate load,5.0,18.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,1.0,5.0,1.0,0.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,2.0,5.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,non-broadcaster,low Mg calcite,moderate carbonate load,3.0,3.0,1.0,1.0,0.0,,0.0,,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,8.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,9.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,10.0,11.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,4.0,2.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,8.0,2.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,8.0,5.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,1.0,5.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,1.0,8.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,2.0,6.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,2.0,10.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,3.0,2.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,3.0,4.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,4.0,6.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,7.0,6.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,4.0,10.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,aragonite,heavy carbonate load,10.0,11.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,heavy carbonate load,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,1.0,4.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,2.0,2.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,3.0,7.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,1.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,7.0,9.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,4.0,6.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,moderate carbonate load,3.0,7.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,little or no carbonate load,1.0,2.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,moderate carbonate load,5.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,12.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,1.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,heavy carbonate load,3.0,3.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"slow, motile",suspension,other,intermediate,high Mg calcite,little or no carbonate load,1.0,3.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,4.0,5.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,bimineralic,heavy carbonate load,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,bimineralic,heavy carbonate load,1.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,bimineralic,heavy carbonate load,1.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,bimineralic,heavy carbonate load,3.0,7.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,high Mg calcite,heavy carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,high Mg calcite,heavy carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,high Mg calcite,heavy carbonate load,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemerythrin,broadcaster,low Mg calcite,heavy carbonate load,2.0,8.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,2.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,4.0,13.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,5.0,1.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,5.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,1.0,6.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,3.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,3.0,4.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,4.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,4.0,2.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,5.0,1.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,5.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,5.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,5.0,7.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,5.0,6.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,6.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,6.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,6.0,7.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,7.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,7.0,5.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,8.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,8.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,low Mg calcite,moderate carbonate load,1.0,5.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,moderate carbonate load,5.0,6.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,moderate carbonate load,3.0,1.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,6.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,3.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,7.0,5.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,8.0,14.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,9.0,9.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,9.0,17.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,10.0,10.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,10.0,15.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,12.0,8.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,16.0,18.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,16.0,20.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,heavy carbonate load,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,heavy carbonate load,1.0,4.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,moderate carbonate load,1.0,2.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,moderate carbonate load,2.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"stationary, attached",suspension,hemocyanin,broadcaster,high Mg calcite,moderate carbonate load,2.0,7.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",suspension,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,1.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,6.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,7.0,15.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,7.0,16.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,1.0,2.0,0.0,,0.0,,1.0,0.5,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,3.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,3.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,6.0,11.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,other,intermediate,high Mg calcite,moderate carbonate load,7.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,6.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,8.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"slow, motile",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,7.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,8.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,moderate carbonate load,3.0,1.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,6.0,6.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,2.0,6.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,6.0,5.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,6.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,5.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,broadcaster,bimineralic,moderate carbonate load,18.0,13.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"facultative, unattached",suspension,hemocyanin,intermediate,aragonite,moderate carbonate load,1.0,5.0,0.0,,1.0,0.0,0.0,,1.0
epifaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,4.0,4.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"fast, motile",predator,hemocyanin,non-broadcaster,chitin,moderate carbonate load,6.0,12.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",surface deposit,hemocyanin,non-broadcaster,chitin,moderate carbonate load,2.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"fast, motile",symbionts,hemocyanin,non-broadcaster,chitin,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,intermediate,aragonite,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,intermediate,bimineralic,moderate carbonate load,1.0,3.0,0.0,,1.0,1.0,0.0,,1.0
epifaunal,"slow, motile",grazer,hemocyanin,intermediate,bimineralic,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,intermediate,bimineralic,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,intermediate,bimineralic,moderate carbonate load,3.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",grazer,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,4.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,intermediate,aragonite,moderate carbonate load,5.0,5.0,0.0,,0.0,,1.0,0.0,1.0
shallow infaunal,"stationary, unattached",suspension,hemocyanin,broadcaster,aragonite,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,aragonite,moderate carbonate load,2.0,4.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,bimineralic,moderate carbonate load,2.0,6.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,bimineralic,moderate carbonate load,1.0,1.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,7.0,11.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,bimineralic,moderate carbonate load,3.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,bimineralic,moderate carbonate load,3.0,8.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,other,intermediate,high Mg calcite,heavy carbonate load,1.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,other,intermediate,high Mg calcite,heavy carbonate load,2.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,7.0,10.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,other,intermediate,high Mg calcite,moderate carbonate load,1.0,2.0,0.0,,0.0,,1.0,0.5,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,6.0,13.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,bimineralic,moderate carbonate load,2.0,3.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,bimineralic,moderate carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,14.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,heavy carbonate load,2.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,5.0,13.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,5.0,8.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,heavy carbonate load,4.0,2.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",surface deposit,hemocyanin,intermediate,aragonite,moderate carbonate load,5.0,14.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,heavy carbonate load,3.0,3.0,0.0,,0.0,,1.0,0.0,1.0
epifaunal,"slow, motile",predator,hemocyanin,non-broadcaster,aragonite,moderate carbonate load,3.0,6.0,0.0,,0.0,,1.0,1.0,1.0
epifaunal,"slow, motile",surface deposit,other,intermediate,high Mg calcite,heavy carbonate load,2.0,2.0,0.0,,0.0,,1.0,0.5,1.0
